"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1819";"U_QS_CONTINUATION_RATE_1920";"U_QS_CONTINUATION_RATE_2021";"U_QS_CONTINUATION_RATE_2122";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_N_ABS_1ST_2021";"U_QS_N_ABS_2ST_2021";"U_QS_N_ABS_JMGR_2021";"U_QS_N_ABS_DR_2021";"U_QS_N_PRACA_1ST_2021";"U_QS_N_PRACA_2ST_2021";"U_QS_N_PRACA_JMGR_2021";"U_QS_N_PRACA_DR_2021";"U_QS_N_BEZR_1ST_2021";"U_QS_N_BEZR_2ST_2021";"U_QS_N_BEZR_JMGR_2021";"U_QS_N_BEZR_DR_2021";"U_QS_N_STUD_1ST_2021";"U_QS_N_STUD_2ST_2021";"U_QS_N_STUD_JMGR_2021";"U_QS_N_STUD_DR_2021";"U_QS_N_UNABLE_1ST_2021";"U_QS_N_UNABLE_2ST_2021";"U_QS_N_UNABLE_JMGR_2021";"U_QS_N_UNABLE_DR_2021";"U_QS_N_ABS_1ST_2122";"U_QS_N_ABS_2ST_2122";"U_QS_N_ABS_JMGR_2122";"U_QS_N_ABS_DR_2122";"U_QS_N_PRACA_1ST_2122";"U_QS_N_PRACA_2ST_2122";"U_QS_N_PRACA_JMGR_2122";"U_QS_N_PRACA_DR_2122";"U_QS_N_BEZR_1ST_2122";"U_QS_N_BEZR_2ST_2122";"U_QS_N_BEZR_JMGR_2122";"U_QS_N_BEZR_DR_2122";"U_QS_N_STUD_1ST_2122";"U_QS_N_STUD_2ST_2122";"U_QS_N_STUD_JMGR_2122";"U_QS_N_STUD_DR_2122";"U_QS_N_UNABLE_1ST_2122";"U_QS_N_UNABLE_2ST_2122";"U_QS_N_UNABLE_JMGR_2122";"U_QS_N_UNABLE_DR_2122";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_2021";"U_QS_STUDENT_ENTREPRENEURSHIPS_2122";"U_QS_ME_SALARY_1ST_1819";"U_QS_ME_SALARY_2ST_1819";"U_QS_ME_SALARY_JMGR_1819";"U_QS_ME_SALARY_DR_1819";"U_QS_ME_SALARY_1ST_1920";"U_QS_ME_SALARY_2ST_1920";"U_QS_ME_SALARY_JMGR_1920";"U_QS_ME_SALARY_DR_1920";"U_QS_ME_SALARY_1ST_2021";"U_QS_ME_SALARY_2ST_2021";"U_QS_ME_SALARY_JMGR_2021";"U_QS_ME_SALARY_DR_2021";"U_QS_ME_SALARY_1ST_2122";"U_QS_ME_SALARY_2ST_2122";"U_QS_ME_SALARY_JMGR_2122";"U_QS_ME_SALARY_DR_2122";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_GRUP_UNEMPLOYMENT_1ST_2021";"U_GRUP_UNEMPLOYMENT_MGR_2021";"U_GRUP_UNEMPLOYMENT_DR_2021";"U_GRUP_UNEMPLOYMENT_1ST_2122";"U_GRUP_UNEMPLOYMENT_MGR_2122";"U_GRUP_UNEMPLOYMENT_DR_2122";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_UNEMPLOYMENT_1ST_1920";"U_UMULTI_UNEMPLOYMENT_2ST_1920";"U_UMULTI_UNEMPLOYMENT_JMGR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_2021";"U_UMULTI_UNEMPLOYMENT_2ST_2021";"U_UMULTI_UNEMPLOYMENT_JMGR_2021";"U_UMULTI_UNEMPLOYMENT_1ST_2122";"U_UMULTI_UNEMPLOYMENT_2ST_2122";"U_UMULTI_UNEMPLOYMENT_JMGR_2122";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_REGION_1ST_1920";"U_UMULTI_REGION_2ST_1920";"U_UMULTI_REGION_JMGR_1920";"U_UMULTI_REGION_1ST_2021";"U_UMULTI_REGION_2ST_2021";"U_UMULTI_REGION_JMGR_2021";"U_UMULTI_REGION_1ST_2122";"U_UMULTI_REGION_2ST_2122";"U_UMULTI_REGION_JMGR_2122";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_N_21";"U_UMULTI_N_22";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21";"U_UMULTI_NFIRM_22";"U_UMULTI_NFIRM_23"
3833;"Uniwersytet Łódzki";74,8;70,8;69,7;69,6;3622;3161;445;103;1678;2591;363;93;71;114;20;2;1633;93;16;1;28;59;7;0;3225;2298;353;70;1555;1888;284;58;46;72;6;1;1361;67;14;1;20;21;5;2;3502;2520;377;80;1726;2096;317;70;42;75;15;0;1408;61;14;0;24;30;1;0;3365;2352;331;61;1654;1936;283;53;46;63;6;3;1364;83;9;1;26;39;2;1;256;209;249;220;2902,64;3313,64;3280,52;4710,61;3154,32;3636,99;3357,5;4870,9;3549,35;3866,67;3607,71;4867,2;4154,62;4552,91;4172,99;6562,97;2,3;4,5;2,9;2,8;4,3;2,9;2;4,9;1,2;1,8;3,5;3,3;5,1;3,8;4,8;3,2;3,2;1,8;2,3;3,1;4,3;3,3;2,9;1,3;40,5;70,6;68,1;41,2;70,1;66,3;40,8;71,5;69,5;41,1;70,2;74,3;7333;7107;6041;6285;5905;579;556;569;571
3834;"Uniwersytet Marii Curie-Skłodowskiej w Lublinie";81;81,2;76,1;71,2;3183;1892;372;74;881;1381;275;66;103;165;36;1;1934;71;10;0;40;19;2;0;2861;1794;429;45;823;1365;332;38;64;110;31;1;1732;70;16;0;38;25;1;1;2844;2003;374;41;853;1523;292;40;52;86;16;1;1610;84;16;0;37;25;0;0;2432;2062;371;43;772;1591;290;38;52;101;18;0;1289;89;16;0;26;20;0;0;124;123;147;155;2468,36;2792,43;2816,15;4043,44;2704,19;2996,38;2962,07;4166,86;3039,74;3427,43;3444,7;4750,38;3515,18;4017,63;3963,97;4939,83;2,6;10,6;4,1;3;12;0;2,6;8,7;2,4;3,3;7,5;0;8,7;9,1;10;7;6,3;7,7;5,4;4,5;4,6;5,2;5,1;5,4;19,9;54,4;39,2;21,9;57,9;44,1;20,9;55,7;46;22,5;59,3;41,6;5518;5352;5145;5303;4912;291;327;348;419
3835;"Uniwersytet Mikołaja Kopernika w Toruniu";76,7;77,5;73,6;69,1;2511;2057;894;118;1011;1658;733;102;45;102;34;1;1331;91;40;3;20;33;4;2;2212;1519;839;67;915;1215;686;61;44;56;27;2;1151;83;38;1;22;21;2;1;2371;1587;897;96;1024;1283;711;91;34;51;25;2;1169;74;51;0;21;25;6;1;2267;1348;991;89;987;1075;792;84;36;31;22;1;1056;78;52;0;23;17;5;0;254;215;246;266;2788,33;3129,72;3115,78;4764,55;3032,83;3398,97;3871;5217,08;3338,19;3712,33;4464,09;5264,02;3980,2;4334,69;5518,8;5755,56;2,1;5,6;0,8;2,9;6,2;3;2,2;4,8;4,2;2,1;4,2;2,2;6,5;5,4;4,2;6,1;4;3,4;3,9;3,4;3,1;3,5;2,6;2,4;27,6;57,9;39,8;28;56,5;38,1;29,2;55,2;36,9;28,7;56,9;42;5435;5615;4638;4935;4491;730;727;664;714
3836;"Uniwersytet Opolski";70,3;77,2;70,5;66,2;895;922;282;40;419;708;236;32;18;33;13;0;384;22;7;2;4;15;2;0;1071;756;225;27;532;604;194;25;13;21;10;0;448;15;4;0;8;13;2;0;1193;774;259;29;593;626;213;23;20;13;11;1;449;19;6;2;7;11;7;0;1042;815;299;37;474;634;238;34;25;28;12;0;407;25;5;0;5;8;3;0;58;50;83;86;2678,08;3028,27;3023,94;4732,9;3032,77;3440;3136,83;5401,67;3419,35;3875,1;3430,28;4752,86;3857,89;4591,8;4165,86;5512,93;2,1;5,2;0;2,1;5,9;0;1,8;3,8;3,4;2,5;3,6;8,1;5,6;3,7;4,6;3,4;2,6;4,7;2,7;1,8;4,5;5,3;3,2;4,2;33,2;53;39,1;35,5;54,9;43,6;33,8;49,2;42,6;31,4;53,4;47,8;2210;1970;2060;2202;2192;131;129;161;207
3837;"Uniwersytet Szczeciński";68,3;73,3;66,7;63;1513;1103;290;58;706;866;234;52;40;52;7;0;651;58;10;1;20;10;3;0;1275;710;269;20;606;573;219;17;16;27;10;0;577;30;15;0;21;5;2;0;1410;806;268;19;720;654;228;17;18;22;6;1;566;31;7;0;11;12;2;1;1274;736;254;23;596;563;198;22;20;25;9;0;521;30;16;0;12;9;2;0;138;80;129;102;2775,14;3163,08;2883,24;4005,74;2946,07;3336,8;3220,24;3982,04;3342,82;3682,44;3367,48;5541,14;3865,24;4228,58;4031,7;6249,86;2,4;4,2;1,7;1,3;6,1;0;2,3;3,8;5,3;1;5,2;0;5,7;5;2,3;3;4,1;3,7;3,3;3;2,4;3,6;3,3;3,9;41,3;66,5;60;41,5;69,7;61,3;43,9;70,8;69,4;40,2;66,4;61,3;2979;2789;2387;2396;2343;290;271;253;294
3838;"Uniwersytet Śląski w Katowicach";69,8;71,7;71,2;65,3;2645;2080;665;86;1124;1625;535;69;74;88;28;2;1258;87;27;1;14;29;5;1;2556;1677;588;81;1111;1305;472;70;30;63;29;2;1252;83;25;1;10;21;5;1;2811;1530;585;84;1261;1198;488;80;31;51;24;0;1333;77;22;0;11;13;2;1;2394;1625;610;90;1063;1326;503;78;28;38;13;0;1104;68;36;0;11;17;4;1;195;153;217;179;2748,06;3158,04;3022,2;4289,07;2994,46;3299,12;3183;5102,61;3239,18;3614,18;3417,7;5402,59;3765,33;4273,58;4166,66;5249,55;1,8;5,1;3,5;2,5;7,6;1,2;1,5;5,2;1,2;2,1;4,3;1,1;6,1;4,5;4,5;3,1;4;4,9;2,9;3,7;4,5;2,9;2,5;2,4;37,9;69;67,5;37,6;69,3;67;39;69,1;70;37,3;72,2;68,6;5585;5298;4818;4901;4736;480;471;492;505
3839;"Uniwersytet Warmińsko-Mazurski w Olsztynie";66,8;71,5;66,4;63,2;2981;1964;482;77;1410;1538;377;68;117;113;22;2;1216;39;7;1;33;39;2;0;2745;1668;410;32;1270;1347;325;30;63;70;24;0;1238;28;10;0;39;28;1;1;2841;1516;395;44;1412;1228;303;41;67;57;21;2;1116;27;6;0;47;24;3;0;2372;1580;466;50;1216;1274;372;42;60;72;18;0;918;20;6;0;34;38;2;0;158;172;190;176;2863,78;3103,57;3063,2;4131,1;3024,14;3251,68;3233,71;4283,92;3381,43;3665,75;3565,79;4396,67;4023,11;4280,8;4652,66;5559,26;3,6;7,4;5,2;3,6;9,2;3,1;3,6;6,7;9,1;3,8;6,4;4;8,5;5,9;4,9;5,3;4,2;6,2;5,3;3,9;5,5;5,3;4,7;4;32,3;49,6;34,1;32,6;52,1;32,5;33,4;54,5;28,2;34,3;53,4;37,1;5397;5380;4985;4741;4421;484;526;525;534
3840;"Uniwersytet Wrocławski";75,2;74,1;69,1;68;3078;2260;542;127;1117;1644;430;104;60;87;29;5;1629;118;22;1;25;13;10;1;3022;2050;593;112;1229;1505;497;89;33;53;17;5;1517;142;24;2;19;8;1;2;3171;2093;626;104;1349;1603;497;95;32;44;12;0;1433;117;27;3;19;14;6;0;2794;1944;579;80;1082;1460;484;60;30;54;12;3;1329;122;25;1;13;8;5;0;177;185;249;227;2837,21;3461,57;3297,95;4449,86;3107,5;3665,42;3515,35;4473,61;3554,73;4095,09;4006,69;5480,02;4279,37;4680,93;4738,19;6287,27;1,3;4;4,7;1,6;4,7;4,5;1,3;3,3;1,9;1,5;3,7;2,5;4,7;4,1;5,8;3,3;2,9;2,8;2,5;2,4;2,1;2,7;3;2,3;22,9;45,7;52,5;25,6;44,1;55;26,5;46,8;55;25,4;47,4;58,4;5860;5914;5785;5927;5398;428;501;561;618
3841;"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie";74,9;71,3;72,1;65,3;1293;700;559;44;630;570;453;31;26;31;18;1;558;29;28;1;5;9;6;1;847;613;495;24;416;505;412;22;17;21;12;0;368;28;35;0;11;10;5;0;994;600;487;33;506;495;420;29;9;21;5;1;438;15;24;0;8;9;5;0;853;582;400;45;428;484;335;40;11;17;5;1;352;19;24;0;2;7;0;0;90;106;81;73;3392,52;3709,03;3779,28;3690,24;3442,54;3857,58;3846,39;3772,08;3883,3;4423,33;4293,65;4896,58;4334,03;4787,1;4795,93;5153,12;1,5;3,3;2,3;2,2;4,1;0;0,7;3,4;6,1;1,6;3,1;2,2;3,8;4,8;3,7;5;3,8;2,9;1,9;3,5;1;2;2,9;1,5;27,5;44,3;37,1;25,5;44,6;41,3;30;44,5;46;29,8;45,5;43,7;2727;2434;2079;2079;1732;240;255;249;212
3842;"Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie";73,9;78,9;76,3;77,2;801;793;701;116;211;508;509;90;37;91;78;3;481;35;24;0;14;8;3;0;927;657;587;100;222;438;452;81;14;43;40;2;579;40;21;0;12;7;4;0;1063;541;511;83;285;408;381;59;23;17;32;3;648;21;21;0;12;5;4;1;983;642;490;84;265;451;377;68;11;38;25;1;596;44;16;0;21;5;1;2;79;79;69;57;2579,01;2850,88;2753,41;3774,82;2588,78;3156,18;2991,75;4858,19;2975,54;3403,69;3252,01;4169,19;3299,17;3904,61;3995,67;3870,07;4,1;13,1;2,6;2,4;12,4;4;2,6;8,9;7,2;3;8;2,4;14,2;12,3;12;5,3;7,2;7,3;7;3,3;6,7;3,8;6,7;5,4;17,5;46,8;34,2;15,9;46,3;38;17,9;50,7;31,3;20,1;54,1;35,2;2824;2390;2276;2213;2174;218;208;201;188
3843;"Uniwersytet Rzeszowski";77,5;79;78,8;74,8;2286;2434;253;27;804;1804;161;24;98;242;46;1;1220;53;7;0;19;51;0;1;2476;1929;287;57;909;1520;205;48;97;141;36;5;1314;44;7;0;20;26;2;1;2400;2003;381;33;912;1519;297;24;71;112;29;1;1249;55;10;0;26;29;5;0;2158;2054;448;5;780;1617;364;5;63;115;27;0;1158;56;11;0;13;39;6;0;169;174;191;197;2500;2740,45;2916,75;3630,37;2780,4;3052,95;2806,66;4415,37;3010;3386,26;3722,3;5555,79;3575,59;3985,71;5349,67;6337,06;3,7;10,1;3,7;4,8;12,9;12,3;4,1;9,4;3;3,8;8,5;0;12,3;10,3;19,1;11,9;7,6;12,9;8,3;5,8;7,8;7,2;5,9;6,3;30,6;64,7;44,4;31;69,1;55,1;32,3;63,8;59,6;30;66,4;63,8;4875;4828;4810;4774;4687;388;491;502;543
3844;"Uniwersytet Zielonogórski";57,3;59,1;58,4;52,2;1350;1021;203;26;812;855;155;21;41;33;13;0;398;18;9;0;10;19;3;2;1213;775;189;13;738;667;156;11;29;23;8;2;352;18;3;0;9;11;2;0;1206;748;278;18;764;649;248;16;13;15;3;0;351;14;3;0;13;14;0;0;1154;684;250;31;725;572;215;24;11;15;10;1;316;12;6;0;11;9;2;0;115;96;118;133;3357,32;3518,95;3099,7;4182,47;3523,95;4045,78;3181,77;3508,77;3872,68;4558,66;4094,13;5827,24;4523,81;4909,65;5495,1;5481,33;2,3;5,1;3,8;2,6;5,9;23,1;2;3,5;0;1,4;3,7;3,2;5,4;3,4;6,3;4,9;2,9;4,3;2,1;2,1;1,1;1,7;2,2;4,1;47,7;65;65,5;49,9;65,6;63,8;50,9;65,8;61;51,5;65,2;54,2;2435;2498;2240;2197;2143;258;286;291;347
3845;"Politechnika Warszawska";77,8;76;74,6;72,2;3595;2721;0;139;1653;2210;0;121;33;48;0;1;1679;100;0;2;10;19;0;3;3149;2331;0;69;1447;1880;0;62;29;36;0;0;1468;104;0;0;8;20;0;1;3314;2616;0;84;1600;2137;0;75;17;23;0;1;1464;92;0;0;14;9;0;1;3108;2133;0;128;1526;1732;0;117;18;12;0;1;1324;81;0;0;8;15;0;3;376;336;402;337;4302,71;4983,04;;7024,67;4617,76;5434,14;;6573,84;4973,54;5694,95;;8875,53;5784,6;6892,02;;8448,38;1,1;2,1;1,4;1,5;2,9;0;0,8;1,3;1,2;0,9;1,1;0,8;2,5;1,9;;2,3;1,8;;1,7;1;;1;0,6;;27,7;44,8;;26,8;45,8;;29;46,4;;29,6;46,5;;6681;6439;5510;5821;5308;1078;1029;1011;1016
3846;"Politechnika Białostocka";60,7;61,8;62,9;62,3;1459;915;0;15;663;727;0;15;36;34;0;0;645;13;0;0;8;6;0;0;1251;604;0;5;541;523;0;5;33;14;0;0;582;7;0;0;8;6;0;0;1182;729;0;8;495;626;0;6;16;21;0;0;555;13;0;0;8;4;0;2;1045;600;0;15;500;513;0;15;13;21;0;0;448;17;0;0;2;4;0;0;118;100;114;116;3050,95;3322,49;;5371,72;3291,75;3594,78;;5526,39;3636,77;3899,93;;4998,18;4413,55;4194,79;;6962,99;2,9;5,1;0;4;6,5;0;2,4;5,9;0;3,1;4,3;0;5,2;3,9;;5,2;2,4;;3,3;3,1;;2,9;3,8;;38,2;69,4;;36,2;74,5;;35,5;70,6;;39,9;75,3;;2535;2205;1933;1845;1614;337;359;350;312
3847;"Politechnika Częstochowska";59,8;66,6;57,8;54,6;915;898;0;33;554;748;0;27;23;38;0;3;292;23;0;2;3;13;0;1;779;555;0;27;443;469;0;24;15;21;0;2;286;14;0;0;3;8;0;0;824;588;0;25;510;498;0;22;18;15;0;0;242;8;0;0;8;7;0;0;930;607;0;35;576;529;0;32;24;16;0;0;269;19;0;1;4;4;0;0;102;74;82;107;3318,31;3235,91;;4680,9;3175,85;3517,57;;6500;3680,59;3894,78;;5759,25;4354,86;4819,54;;5250,38;2,3;7,2;6,1;3,9;9,5;7,4;3,2;4,4;4;2,4;4,1;0;4,2;4,5;;3;4,2;;3,2;2,7;;4;2,8;;40,7;55,6;;39,9;52;;40,7;55;;41,4;55,5;;2108;1699;1460;1466;1511;248;219;227;239
3848;"Politechnika Gdańska";72,2;78,7;78,6;77,9;2640;1877;0;68;1239;1548;0;63;32;34;0;0;1247;84;0;0;11;7;0;0;2367;1574;0;41;1086;1314;0;38;27;39;0;0;1147;58;0;0;4;6;0;0;2134;1796;0;48;949;1520;0;40;19;22;0;0;1074;69;0;1;7;10;0;2;1933;1400;0;47;856;1199;0;42;18;13;0;1;955;54;0;1;6;6;0;0;278;234;263;221;3815,28;4302,93;;5478,74;3847,01;4448,17;;5673,87;4091,12;5036,97;;6952,19;4945,24;5710,86;;7547,98;0,8;3;1,5;2;4,3;2,4;1,5;2,4;2,1;1,1;1,9;0;4,2;2;;2,6;2,6;;2,9;1,2;;2,7;0,9;;32,9;56,7;;33;57,8;;31,5;56,7;;31,5;60,8;;4674;4542;3918;3677;3323;731;797;713;702
3849;"Politechnika Śląska";72,6;71;72,6;70,2;2896;2294;0;89;1488;2033;0;75;33;57;0;2;1263;64;0;4;10;15;0;1;2741;2054;0;42;1388;1832;0;38;38;45;0;0;1216;48;0;0;8;9;0;0;2887;2007;0;58;1547;1766;0;56;28;25;0;0;1212;59;0;0;12;11;0;0;2928;1780;23;90;1634;1550;22;84;22;22;0;2;1111;56;1;0;8;6;0;0;257;257;258;279;3677,08;4135,77;;5581,77;3868,09;4399,19;;4775,27;4101,47;4900,94;;7059,44;4929,39;5483,33;4982,58;9362,91;1,4;3,5;0;2,1;4,2;0;1,3;2;0;0,8;2,7;3,3;2,6;2,5;;3,3;2,2;;2,3;1,3;;1,9;1,4;0;47,6;81,2;;46,8;81,4;;48,6;80;;50;77,7;95,7;5819;5180;4775;4707;4717;727;718;744;804
3850;"Politechnika Świętokrzyska";65,4;64,6;67,1;66,5;1043;795;0;6;487;656;0;6;50;55;0;0;431;12;0;0;4;3;0;0;864;521;0;5;436;456;0;5;33;21;0;0;329;10;0;0;0;3;0;0;855;480;0;2;442;413;0;2;21;13;0;0;352;12;0;0;5;4;0;0;778;428;0;11;383;367;0;10;26;21;0;0;309;6;0;0;5;2;0;0;63;70;84;68;2963,66;3179,04;;5522,86;2919,01;3560,47;;5000;3498,69;3712,54;;;4134,74;4270,06;;7197,27;5,4;8,3;0;5,3;10,6;0;4,2;7,3;;3,3;6,1;0;8;7,1;;6,8;4,1;;4,9;2,5;;7,2;5,2;;37,4;67,8;;41,1;71,5;;42,7;67;;38,4;68,9;;2128;1675;1423;1252;1201;218;206;229;216
3851;"Politechnika Koszalińska";54,6;59,6;53,2;53,4;705;439;0;7;472;386;0;7;18;14;0;0;168;4;0;0;9;7;0;0;592;329;0;1;367;286;0;1;22;18;0;0;168;3;0;0;13;4;0;0;570;314;0;4;381;271;0;4;15;17;0;0;135;6;0;0;7;3;0;0;545;276;0;9;371;247;0;7;16;9;0;0;117;2;0;0;7;4;0;0;64;38;48;52;3140;3473,71;;6114,64;3188,29;3604,03;;;3838,6;4000,61;;6517,96;4281,51;4640,37;;10192,51;4,3;5,2;0;5,6;8,2;;3,5;5,4;0;4,4;5,1;0;4,2;3,3;;6;5,7;;4,2;5,7;;3,8;3,4;;45,1;65,5;;42,7;62,6;;47,2;63,7;;42,4;65,6;;1139;1048;895;798;824;141;114;114;135
3852;"Politechnika Krakowska im. Tadeusza Kościuszki";78;80,5;76,8;75,7;2076;1824;0;34;828;1557;0;31;43;56;0;1;1130;57;0;0;5;4;0;0;1903;1198;0;17;727;1038;0;16;31;32;0;0;1065;26;0;0;5;5;0;0;1951;1420;0;20;873;1232;0;19;30;22;0;1;973;49;0;0;5;2;0;0;1981;1221;0;28;844;1063;0;26;28;19;0;1;1021;44;0;0;6;6;0;0;215;169;224;212;3284,35;3787,38;;5289,6;3422,01;3901,89;;6018,49;3934,04;4533,8;;5517,94;4394,34;5110,42;;7724,69;2;4,7;5,9;2,3;6,4;0;2,1;3,2;5;1,8;3;0;6,4;3;;6;2,9;;4,7;1,7;;4,2;1,6;;28,9;57,2;;27,6;59,5;;33,4;61,5;;30;59,7;;4449;3850;3140;3378;3229;677;623;631;654
3853;"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie";78,3;79,4;78,6;77,3;3950;4047;0;131;1546;3394;0;99;43;112;0;1;2202;164;0;3;8;17;0;3;3704;2792;0;59;1388;2356;0;56;44;56;0;1;2118;144;0;0;13;7;0;0;3675;2865;0;86;1529;2399;0;76;29;51;0;1;1990;143;0;3;7;10;0;1;3574;2400;0;108;1649;2074;0;92;24;28;0;2;1757;127;0;0;9;8;0;3;353;374;378;392;4140,65;4549,8;;5395,57;4418,44;4512,57;;5869,6;4585,69;5121,06;;6611,85;5581,91;6271,07;;7683,42;1,1;3,4;2,3;1,8;5,2;0;1,1;2,6;3,5;0,7;1,7;3,7;3,6;2,9;;4,2;2,3;;3;2;;2,2;1,3;;23,4;46,6;;22,9;46,6;;25,4;47,7;;28,7;52,5;;8021;8435;6638;6217;6202;1060;1246;1189;1184
3854;"Politechnika Lubelska";73,5;71,9;74,5;66,7;1335;1101;0;13;502;827;0;13;25;54;0;0;718;26;0;0;15;2;0;0;1168;821;0;5;428;643;0;4;25;35;0;0;614;13;0;0;6;4;0;0;1239;909;0;6;490;721;0;5;22;26;0;0;627;18;0;0;9;5;0;0;1411;735;0;9;624;605;0;6;23;15;0;0;629;12;0;0;6;4;0;0;113;88;93;128;3004,71;3366,69;;6916,06;3069,64;3544,59;;6908,68;3378,25;3992,16;;7258,99;4418,18;4482,16;;7964,51;2,7;6,3;0;4,4;9,1;0;2,8;6,4;0;2,1;4,8;0;6,1;5,1;;5,8;4,4;;4,8;2,9;;3,7;2;;32,6;65;;32;67,5;;32;67,5;;35,3;66,5;;2483;2371;2079;1993;2140;325;304;296;329
3855;"Politechnika Łódzka";65,6;66,6;63,7;61,8;1818;1395;0;80;1027;1158;0;71;23;33;0;0;666;53;0;0;16;14;0;2;1953;1209;0;30;1062;1010;0;26;34;35;0;0;726;44;0;0;15;8;0;0;2041;1197;0;65;1211;1050;0;59;28;16;0;1;694;34;0;0;10;10;0;0;1693;974;0;58;978;862;0;46;12;14;0;0;572;27;0;0;9;5;0;3;185;191;200;178;3942,58;4264,18;;5161,14;4064,64;4656;;7571,34;4429,04;5006,95;;5830,96;5300,12;5856,51;;6647,08;1,3;3,4;1,2;3;4,9;0;2,2;2,8;1,5;1,8;1,7;1,7;2,6;2,4;;3,8;3;;3;1,4;;1,7;1,5;;49,7;70,8;;46,9;72;;51,8;76,5;;48,7;74,8;;3516;3275;3002;3228;2659;500;520;563;539
3856;"Politechnika Opolska";64,9;60;59,8;62,3;972;742;0;5;529;630;0;5;15;31;0;0;357;11;0;0;5;11;0;0;878;757;0;10;553;649;0;10;32;16;0;0;244;10;0;0;5;9;0;0;793;626;0;4;471;561;0;4;9;10;0;0;240;9;0;0;2;5;0;0;843;572;68;3;493;504;56;3;15;10;2;0;256;7;2;0;1;5;0;0;63;78;96;87;3479,32;3622,23;;5764,53;3738,89;3749,38;;4670,53;4122,91;4291,69;;7549,06;4582,22;5315,74;4734,6;5575,94;2,2;5,7;0;4;5,6;0;2;3;0;2,5;3,6;0;2,6;4,1;;6,2;2,2;;2,5;1,7;;3,3;1,9;3,2;42,1;58,5;;48,6;54,8;;44,6;57,1;;43,6;56,4;63,2;1720;1733;1425;1426;1488;188;209;234;252
3857;"Politechnika Poznańska";78;79,9;76,5;76,3;2605;2359;0;45;1169;2040;0;42;15;49;0;1;1339;66;0;0;3;17;0;0;2601;1509;0;37;1178;1339;0;36;31;19;0;0;1327;41;0;0;9;7;0;0;2454;1893;0;40;1160;1665;0;35;12;8;0;0;1187;60;0;0;3;9;0;0;2601;2203;0;40;1226;1900;0;36;9;19;0;0;1264;91;0;0;8;8;0;0;311;230;285;331;3676,05;4201,39;;5885,77;3884,16;4773,78;;6628,9;4306,48;4926,67;;5512,97;4946,39;5681,7;;6843,97;0,7;1,9;2,2;1,2;2,5;0;0,9;1,7;0;0,9;1,7;0;2,1;2,2;;3,8;1,4;;1,4;0,5;;1,2;0,9;;35,5;67,7;;36,1;71,2;;36,3;68,3;;36;65,3;;5165;4754;4530;4361;4269;879;827;848;836
