"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1819";"U_QS_CONTINUATION_RATE_1920";"U_QS_CONTINUATION_RATE_2021";"U_QS_CONTINUATION_RATE_2122";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_N_ABS_1ST_2021";"U_QS_N_ABS_2ST_2021";"U_QS_N_ABS_JMGR_2021";"U_QS_N_ABS_DR_2021";"U_QS_N_PRACA_1ST_2021";"U_QS_N_PRACA_2ST_2021";"U_QS_N_PRACA_JMGR_2021";"U_QS_N_PRACA_DR_2021";"U_QS_N_BEZR_1ST_2021";"U_QS_N_BEZR_2ST_2021";"U_QS_N_BEZR_JMGR_2021";"U_QS_N_BEZR_DR_2021";"U_QS_N_STUD_1ST_2021";"U_QS_N_STUD_2ST_2021";"U_QS_N_STUD_JMGR_2021";"U_QS_N_STUD_DR_2021";"U_QS_N_UNABLE_1ST_2021";"U_QS_N_UNABLE_2ST_2021";"U_QS_N_UNABLE_JMGR_2021";"U_QS_N_UNABLE_DR_2021";"U_QS_N_ABS_1ST_2122";"U_QS_N_ABS_2ST_2122";"U_QS_N_ABS_JMGR_2122";"U_QS_N_ABS_DR_2122";"U_QS_N_PRACA_1ST_2122";"U_QS_N_PRACA_2ST_2122";"U_QS_N_PRACA_JMGR_2122";"U_QS_N_PRACA_DR_2122";"U_QS_N_BEZR_1ST_2122";"U_QS_N_BEZR_2ST_2122";"U_QS_N_BEZR_JMGR_2122";"U_QS_N_BEZR_DR_2122";"U_QS_N_STUD_1ST_2122";"U_QS_N_STUD_2ST_2122";"U_QS_N_STUD_JMGR_2122";"U_QS_N_STUD_DR_2122";"U_QS_N_UNABLE_1ST_2122";"U_QS_N_UNABLE_2ST_2122";"U_QS_N_UNABLE_JMGR_2122";"U_QS_N_UNABLE_DR_2122";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_2021";"U_QS_STUDENT_ENTREPRENEURSHIPS_2122";"U_QS_ME_SALARY_1ST_1819";"U_QS_ME_SALARY_2ST_1819";"U_QS_ME_SALARY_JMGR_1819";"U_QS_ME_SALARY_DR_1819";"U_QS_ME_SALARY_1ST_1920";"U_QS_ME_SALARY_2ST_1920";"U_QS_ME_SALARY_JMGR_1920";"U_QS_ME_SALARY_DR_1920";"U_QS_ME_SALARY_1ST_2021";"U_QS_ME_SALARY_2ST_2021";"U_QS_ME_SALARY_JMGR_2021";"U_QS_ME_SALARY_DR_2021";"U_QS_ME_SALARY_1ST_2122";"U_QS_ME_SALARY_2ST_2122";"U_QS_ME_SALARY_JMGR_2122";"U_QS_ME_SALARY_DR_2122";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_GRUP_UNEMPLOYMENT_1ST_2021";"U_GRUP_UNEMPLOYMENT_MGR_2021";"U_GRUP_UNEMPLOYMENT_DR_2021";"U_GRUP_UNEMPLOYMENT_1ST_2122";"U_GRUP_UNEMPLOYMENT_MGR_2122";"U_GRUP_UNEMPLOYMENT_DR_2122";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_UNEMPLOYMENT_1ST_1920";"U_UMULTI_UNEMPLOYMENT_2ST_1920";"U_UMULTI_UNEMPLOYMENT_JMGR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_2021";"U_UMULTI_UNEMPLOYMENT_2ST_2021";"U_UMULTI_UNEMPLOYMENT_JMGR_2021";"U_UMULTI_UNEMPLOYMENT_1ST_2122";"U_UMULTI_UNEMPLOYMENT_2ST_2122";"U_UMULTI_UNEMPLOYMENT_JMGR_2122";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_REGION_1ST_1920";"U_UMULTI_REGION_2ST_1920";"U_UMULTI_REGION_JMGR_1920";"U_UMULTI_REGION_1ST_2021";"U_UMULTI_REGION_2ST_2021";"U_UMULTI_REGION_JMGR_2021";"U_UMULTI_REGION_1ST_2122";"U_UMULTI_REGION_2ST_2122";"U_UMULTI_REGION_JMGR_2122";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_N_21";"U_UMULTI_N_22";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21";"U_UMULTI_NFIRM_22";"U_UMULTI_NFIRM_23"
2324;"Wyższa Szkoła Administracji Publicznej w Kielcach";56;50;33,3;25;25;0;0;0;21;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;24;0;0;0;18;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;21;0;0;0;15;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;24;0;0;0;21;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;3383,64;;;;3592,43;;;;3683,12;;;;4604,4;;;;8;;;4,2;;;9,5;;;4,2;;;15,4;;;0;;;20;;;5,6;;;84;;;62,5;;;71,4;;;75;;;21;25;22;21;24;2;3;1;2
2325;"Wyższa Szkoła Fizjoterapii we Wrocławiu";62,5;58,9;51,4;51,7;128;126;0;0;71;109;0;0;7;2;0;0;35;9;0;0;1;2;0;0;95;122;0;0;51;107;0;0;3;5;0;0;41;10;0;0;0;2;0;0;142;207;0;0;86;177;0;0;4;3;0;0;52;6;0;0;1;4;0;0;147;145;40;0;71;124;33;0;4;5;0;0;55;7;7;0;3;1;2;0;51;32;61;48;2019,33;2658,55;;;2273,62;3077,28;;;2803,41;3836,93;;;3157,98;4395,83;3958,89;;2,3;1,6;;4,2;4,1;;5,6;1;;2,7;4,3;;8;0;;;;;;1,6;;3,2;2,2;;39,1;58,7;;38,9;66,4;;47,5;58,7;;35,4;63,4;75;253;254;217;349;334;98;102;115;141
2328;"Wyższa Szkoła Zawodowa w Gorzowie Wielkopolskim";;4,2;0;4,8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;21;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;6;4;;;;;5266,09;;;;5075,29;;;;5199,08;;;;;;;0;;;0;;;0;;;;;;0;;;0;;;0;;;;;;47,8;;;30,4;;;52,4;;;39;0;24;23;21;15;8;15;12
2330;"Wyższa Szkoła Gospodarki Euroregionalnej im. Alcide De Gasperi w Józefowie";47,6;37,9;43,5;52,6;227;544;0;0;97;312;0;0;5;10;0;0;23;2;0;0;5;7;0;0;311;566;0;0;126;291;0;0;3;6;0;0;26;2;0;0;7;9;0;0;184;246;0;0;103;192;0;0;3;6;0;0;12;1;0;0;3;2;0;0;137;217;0;0;119;191;0;0;1;1;0;0;6;1;0;0;4;5;0;0;8;11;15;11;3618,29;3955,71;;;3702,84;4124,76;;;4348,72;4541,2;;;5477,69;5083,03;;;1,3;2;;1,3;1,4;;1,1;2;;0,7;0,9;;0,8;1,9;;1;0,9;;1,9;2,5;;0;0,5;;34,5;26,4;;31,8;24,1;;42,9;37,3;;74,1;51,4;;695;746;935;445;368;28;21;24;27
2333;"Świętokrzyska Szkoła Wyższa w Kielcach";62,1;28,6;14,3;33,3;66;0;0;0;40;0;0;0;3;0;0;0;10;0;0;0;2;0;0;0;7;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;6;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;2811,58;;;;2894,02;;;;3541,03;;;;2693,2;;;;9,1;;;0;;;0;;;33,3;;;0;;;0;;;14,3;;;25;;;51,5;;;57,1;;;71,4;;;50;;;52;69;11;0;12;4;4;0;0
2335;"Małopolska Wyższa Szkoła im. Józefa Dietla w Krakowie";32,1;;;;81;19;0;0;45;14;0;0;8;1;0;0;16;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2137,61;2191,07;;;;;;;;;;;;;;;3,7;15,8;;;;;;;;;;;15,1;5,9;;;;;;;;;;;46,9;36,8;;;;;;;;;;;142;69;0;0;0;34;13;0;0
2337;"Wyższa Szkoła Inżynierii i Zdrowia w Warszawie";38,1;44,2;45,1;37,4;318;143;0;0;187;106;0;0;13;14;0;0;64;0;0;0;10;6;0;0;346;91;0;0;206;75;0;0;6;8;0;0;86;1;0;0;4;1;0;0;570;245;0;0;325;184;0;0;17;12;0;0;150;5;0;0;4;5;0;0;784;135;0;0;428;113;0;0;23;2;0;0;178;3;0;0;8;1;0;0;47;51;82;88;2406,64;2281,28;;;2624,47;2570,83;;;3282,05;3052,77;;;3514,72;3322,03;;;5,3;9,1;;3,8;5,5;;2,3;5,3;;3,7;1,5;;4,9;10;;2;9,6;;4,3;3,9;;4,1;1,6;;31,4;29,4;;29,9;37,4;;32,3;37,1;;29,4;33,8;;568;435;541;766;811;107;121;162;187
2338;"Wyższa Szkoła Zdrowia w Gdańsku";47,2;52,6;40,7;38;525;75;0;0;342;57;0;0;22;6;0;0;101;2;0;0;6;2;0;0;485;87;0;0;301;75;0;0;22;3;0;0;114;0;0;0;8;2;0;0;376;89;0;0;220;73;0;0;22;5;0;0;84;3;0;0;6;0;0;0;476;140;47;0;250;106;43;0;18;10;0;0;129;4;0;0;5;2;0;0;60;79;56;91;2699,64;2618,7;;;2716,67;2620,36;;;2905;2887,53;;;3269,66;3271,85;4760,83;;3,4;6,7;;5,8;5,7;;4,8;3,4;;5;4,8;;4,1;8,3;;5,8;3,5;;6,8;6;;5;7,5;0;56,2;62,7;;48,1;65,5;;46;55,1;;39,3;60,7;78,7;376;584;587;485;665;111;181;164;190
2340;"Collegium Mazovia Innowacyjna Szkoła Wyższa w Siedlcach";46,3;48,8;58,5;58,6;246;179;0;0;224;170;0;0;3;2;0;0;10;0;0;0;3;3;0;0;84;105;0;0;62;96;0;0;0;2;0;0;5;1;0;0;2;1;0;0;357;108;0;0;327;100;0;0;3;0;0;0;6;0;0;0;2;5;0;0;384;106;0;0;349;102;0;0;5;0;0;0;9;1;0;0;5;1;0;0;29;9;16;24;4219,55;5504,97;;;4834,09;7105,12;;;5391,72;5870,88;;;6202,56;7264,84;;;2;1,7;;2,4;1;;0,8;0;;1,3;0,9;;0,8;1,1;;0;1,9;;0,7;0;;2;0;;62,2;59,2;;53;64,8;;47,2;63,9;;38,3;66;;260;403;192;460;479;41;41;24;42
2344;"Wyższa Szkoła Biznesu im. Biskupa Jana Chrapka w Radomiu";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136;0;0;0;0;12;0;0;0
2346;"Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie";35,6;34,9;31,3;29,2;225;32;0;0;105;20;0;0;12;0;0;0;35;0;0;0;2;1;0;0;241;29;0;0;128;18;0;0;9;1;0;0;27;1;0;0;1;0;0;0;217;49;0;0;113;37;0;0;6;3;0;0;29;1;0;0;0;1;0;0;291;64;0;0;148;50;0;0;7;1;0;0;43;2;0;0;4;1;0;0;14;13;19;26;2886,39;3150,4;;;3318,18;4351,26;;;3960,52;4780,51;;;4433,11;4218,7;;;3,1;0;;5,8;6,9;;3,2;6,1;;2,7;1,6;;5,9;0;;3;3,6;;3,4;6,2;;2;1,7;;36,5;51,6;;41,5;51,7;;43,3;67,3;;41,6;70,3;;229;256;267;278;342;32;32;36;55
2348;"Wyższa Szkoła Bankowa w Toruniu";45;46,9;42;40,8;1253;806;0;0;968;679;0;0;58;36;0;0;121;6;0;0;24;21;0;0;967;646;0;0;758;568;0;0;33;20;0;0;114;1;0;0;12;11;0;0;1211;701;0;0;999;612;0;0;22;14;0;0;107;3;0;0;11;20;0;0;1115;709;0;0;879;615;0;0;31;17;0;0;110;4;0;0;17;23;0;0;113;86;91;88;3287,49;3548,04;;;3505,56;4006,84;;;3957,39;4404,44;;;4450,32;4880,21;;;4,9;3,8;;4,1;3,1;;3,2;1,9;;3,8;2,3;;5,4;4,5;;4,4;3,2;;2,4;1,9;;3,2;2,3;;67,4;73,1;;70,2;75,7;;72,6;79,1;;69,7;74,1;;1761;1833;1751;1931;1873;204;220;189;218
2354;"Wyższa Szkoła Menedżerska w Białymstoku";;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;0;0;0;0;0;0;0
2355;"Wyższa Szkoła Medyczna z siedzibą w Białymstoku";;62,1;85,9;54;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;111;0;0;73;103;0;0;2;2;0;0;11;2;0;0;2;1;0;0;78;14;0;0;64;11;0;0;1;1;0;0;13;2;0;0;1;0;0;0;113;102;17;0;93;96;13;0;0;2;0;0;8;1;0;0;2;1;0;0;1;18;11;8;;;;;5411,85;5656,03;;;5974,51;3436,81;;;6025,32;8412,64;4799,04;;;;;4,2;3,6;;1,3;0;;0;4,2;;;;;3,2;3,2;;;0;;0;2,2;0;;;;68,4;86,4;;80,8;78,6;;80,5;91,2;70,6;1;6;223;72;249;1;22;34;24
2356;"Wyższa Szkoła Komunikacji Społecznej w Gdyni";73,3;52,9;30,6;18,8;15;0;0;0;13;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;51;0;0;0;42;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;36;0;0;0;28;0;0;0;1;0;0;0;5;0;0;0;1;0;0;0;16;0;0;0;10;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;2662,5;;;;3323,88;;;;3420,7;;;;3258,67;;;;6,7;;;3,9;;;0;;;6,2;;;0;;;0;;;0;;;0;;;86,7;;;80;;;68,6;;;62,5;;;22;22;46;37;15;2;2;2;2
2357;"Wyższa Szkoła Humanistyczno-Ekonomiczna w Brzegu";41,4;77,3;78;63,6;70;0;0;0;55;0;0;0;3;0;0;0;7;0;0;0;2;0;0;0;66;0;0;0;58;0;0;0;1;0;0;0;6;0;0;0;1;0;0;0;59;0;0;0;46;0;0;0;4;0;0;0;7;0;0;0;0;0;0;0;55;27;0;0;44;26;0;0;1;0;0;0;8;0;0;0;1;0;0;0;5;0;1;5;3525,98;;;;3763,42;;;;3555,38;;;;4862,9;5364,75;;;2,9;;;1,5;;;8,5;;;5,5;0;;5;;;0;;;15,4;;;5,3;0;;28,6;;;40,9;;;40,7;;;47,3;66,7;;63;50;74;67;92;8;2;2;7
2359;"Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie";75,7;73,8;70,3;36;107;73;0;0;89;67;0;0;3;1;0;0;10;0;0;0;4;2;0;0;80;75;0;0;65;67;0;0;4;2;0;0;8;0;0;0;3;1;0;0;101;99;0;0;81;90;0;0;3;1;0;0;8;1;0;0;0;2;0;0;75;86;0;0;62;78;0;0;2;0;0;0;6;1;0;0;4;2;0;0;6;8;4;2;2958,3;3568,18;;;3190,97;3714,09;;;3552,04;3860,2;;;4095,4;4697,82;;;2,8;1,4;;2,5;5,3;;3;3;;2,7;0;;6,1;1,4;;0;2,7;;5,4;1,1;;0;0;;76,6;84,9;;72,5;82,7;;75,2;74,7;;68;76,7;;198;177;150;202;167;15;13;12;7
2360;"Wyższa Szkoła Gospodarki i Zarządzania w Krakowie";64,5;73,3;57,1;55,8;62;0;0;0;48;0;0;0;2;0;0;0;7;0;0;0;3;0;0;0;30;0;0;0;25;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;56;0;0;0;41;0;0;0;3;0;0;0;8;0;0;0;3;0;0;0;43;0;0;0;35;0;0;0;2;0;0;0;4;0;0;0;1;0;0;0;2;2;1;0;3556,62;;;;3894,7;;;;3994,84;;;;4415,42;;;;3,2;;;3,3;;;5,4;;;4,7;;;0;;;10;;;10;;;5,6;;;67,7;;;80;;;67,9;;;74,4;;;55;47;43;51;48;5;4;2;2
2361;"Gdańska Wyższa Szkoła Humanistyczna";66,9;77,9;64,7;55,9;133;229;0;0;113;193;0;0;5;5;0;0;9;0;0;0;1;7;0;0;104;168;0;0;92;142;0;0;6;6;0;0;6;3;0;0;3;6;0;0;133;76;0;0;108;72;0;0;5;0;0;0;14;2;0;0;4;1;0;0;102;234;0;0;81;208;0;0;2;7;0;0;9;1;0;0;2;6;0;0;10;8;9;12;3334,74;3459,14;;;3692,14;3611,75;;;3583,04;4598,89;;;4740,08;4790,26;;;1,5;1,7;;4,8;2,4;;4,5;1,3;;2;3,4;;6,5;2,3;;7,4;3,9;;6,7;0;;2,5;3,2;;79,5;41,9;;16,3;57,7;;26,3;39,5;;16,7;44;;333;314;291;204;325;20;20;20;23
2363;"Wyższa Szkoła Bankowa z siedzibą w Gdańsku";42,1;48;48,2;38,5;1476;820;24;0;1130;699;18;0;48;25;1;0;157;9;0;0;26;19;0;0;1659;824;39;0;1200;693;26;0;50;18;5;0;252;6;3;0;27;28;0;0;1611;774;25;0;1207;672;23;0;34;17;0;0;239;7;0;0;19;27;0;0;1887;985;49;0;1303;839;38;0;50;19;4;0;310;22;1;0;25;21;2;0;139;142;158;224;3218,48;3888,17;4868,77;;3486,44;4074,08;3215,51;;3910,03;4361,98;3782,97;;4441,62;5200,12;4272,89;;3;2,6;;4,6;3,2;;2,6;1,6;;2,5;1,6;;3,9;2,8;4,5;3,6;2,3;12,9;2,5;2,4;0;2,7;2,2;9,3;65,2;68;58,3;60;69,9;48,7;61,1;69,7;56;56;65,4;49;2236;2327;2586;2366;2784;303;333;350;434
2364;"Wyższa Szkoła Bankowa we Wrocławiu";46,6;45,9;43,4;39,2;2181;1412;0;0;1644;1161;0;0;61;32;0;0;249;10;0;0;30;37;0;0;2455;1277;0;0;1898;1057;0;0;55;27;0;0;282;8;0;0;27;29;0;0;2800;1489;18;0;2091;1226;13;0;43;22;1;0;377;10;0;0;24;32;0;0;3705;1406;53;0;2587;1167;43;0;76;23;1;0;515;8;1;0;43;29;0;0;230;240;267;311;3529,85;3946,97;;;3821,91;4193,82;;;4368,95;4619,59;3905,91;;4792,44;5279,3;5383,31;;2,4;2,1;;3,1;3,4;;2;2,3;;2;2,3;;2,8;2,3;;3;2,1;;1,7;1,5;5,6;2,3;1,6;1,9;58,7;62,6;;60,2;62;;55,5;61,3;52,9;52,3;62,5;65,4;3543;3400;3795;4503;4820;468;525;573;652
2366;"Wyższa Szkoła Biznesu i Zarządzania w Ciechanowie";40;65,2;;;20;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;23;0;0;0;17;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2865,74;;;;3291,83;;;;;;;;;;;;0;;;4,3;;;;;;;;;0;;;0;;;;;;;;;75;;;4,3;;;;;;;;;22;20;23;0;0;1;1;1;0
2367;"Wyższa Szkoła Demokracji im. ks. Jerzego Popiełuszki w Grudziądzu";43,7;69,6;66,1;47,4;71;0;0;0;58;0;0;0;6;0;0;0;1;0;0;0;1;0;0;0;56;0;0;0;42;0;0;0;4;0;0;0;5;0;0;0;1;0;0;0;62;0;0;0;48;0;0;0;2;0;0;0;8;0;0;0;0;0;0;0;38;35;0;0;27;33;0;0;2;1;0;0;7;0;0;0;2;0;0;0;4;2;6;1;3285,75;;;;3565,23;;;;3746,75;;;;4714,89;5988,64;;;2,8;;;1,8;;;3,2;;;7,9;2,9;;12,5;;;3,8;;;4,3;;;5,9;3;;71,8;;;69,6;;;69,4;;;63,2;88,6;;36;69;57;61;103;7;7;8;7
2368;"Wyższa Szkoła Zawodowa Ochrony Zdrowia TWP w Łomży z siedzibą w Łomży";11,1;;;20;18;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;12;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;4;0;0;5;4770,44;;;;;;;;;;;;4938,51;;;;0;;;;;;;;;6,7;;;0;;;;;;;;;0;;;0;;;;;;;;;6,7;;;14;18;0;0;15;12;7;0;5
3828;"Uniwersytet Warszawski";73,7;76,7;72;71,3;4637;4237;851;280;1780;3126;651;202;46;112;18;5;2363;289;71;10;24;50;3;5;4507;3707;765;171;1815;2835;593;127;36;81;21;1;2309;254;66;4;25;31;4;3;4724;3808;814;209;1884;2922;619;148;27;61;14;3;2324;240;76;0;23;39;3;3;4024;3138;722;174;1543;2384;515;138;29;47;12;2;2041;217;93;0;11;18;4;1;466;432;460;409;3806,16;4439,94;4449,33;5659,34;4000;4643,24;4527,66;6216,39;4500;5064,48;5050,66;6659,28;5193,6;5903,41;5972,5;7869,64;0,9;2,5;0,4;1,2;3,4;1,2;1,1;2,3;1,4;0,7;2;1,7;2,7;3;2,6;2,3;2,4;3,3;1,4;1,8;1,9;2,2;1,8;2,1;23,9;43;54,6;25,9;46,6;52,8;26,5;45,3;54,5;25,5;47,5;51,9;9674;9773;9315;9341;8320;1142;1190;1160;1140
3829;"Uniwersytet w Białymstoku";68,5;71,1;73;69,9;1795;1116;257;19;619;877;181;17;80;73;23;0;880;22;18;0;20;22;4;0;1406;960;253;24;583;736;191;20;37;44;16;0;622;39;7;0;16;21;6;2;1265;900;279;9;456;686;211;8;27;37;17;0;639;37;15;0;13;22;3;0;1072;903;205;20;405;705;158;18;23;40;10;0;523;27;10;0;13;17;1;0;86;82;67;78;2565,9;2854,62;3064,35;3614,57;2919,26;3038,51;3200,42;5053,33;3107,27;3387,16;3442,22;6376,84;3682,11;4093,8;4041,1;4643,53;3,1;9,5;0;2,8;10,8;0;2,8;7,2;11,1;3;7,1;0;10,4;6,8;9,4;4,9;4,8;6,8;4,4;4,4;6,7;5,7;4,6;5,4;29,6;70,7;58,8;36,1;67,9;58,9;31,2;68,2;58,8;34,5;69,7;64,4;3512;3189;2645;2464;2191;230;205;204;191
3830;"Uniwersytet Gdański";75,2;77,1;74,2;69,1;3293;2711;371;94;1353;2185;317;75;56;101;12;0;1609;110;8;0;28;41;4;1;3153;2704;455;63;1407;2229;384;50;43;81;14;1;1494;118;12;1;24;31;5;1;3192;2367;418;66;1507;1957;348;54;38;50;9;2;1401;114;16;1;19;24;3;0;2728;2251;407;64;1218;1860;342;53;39;47;11;1;1241;95;16;0;12;24;4;1;240;267;259;245;2936,95;3600,69;3428,12;4910,79;3233,01;3716,97;3574,75;5148,41;3714,83;4159,35;3915,59;5282,17;4308,66;4850,98;4602,3;6178,12;1,4;4,1;0;2;5,4;4,8;1,5;2,9;1,5;1,6;3;0;4,7;3,9;3,5;4,2;3,2;3,3;2,8;2,3;2,1;3,4;2,2;2,9;29,9;56,8;61,9;33,1;56,4;64,2;34,5;57,7;62,4;31,2;58,4;61,6;6634;6399;6215;5968;5491;612;643;665;641
3831;"Uniwersytet im. Adama Mickiewicza w Poznaniu";76,7;78,4;73,7;69,2;3725;2950;714;128;1545;2318;547;106;62;86;13;1;1911;167;60;5;28;34;11;3;3710;2500;630;70;1627;1992;498;66;40;57;11;1;1870;154;66;2;24;37;6;0;4388;2750;622;135;2002;2164;500;116;46;49;13;1;2058;195;57;5;25;35;2;0;3348;2577;651;86;1415;2007;503;74;30;59;6;1;1596;184;75;1;19;26;5;1;278;275;327;298;2847,87;3397,11;3205,77;4635,43;3000;3606,51;3346,99;4930;3387,25;3912,38;3733,39;5143,78;3934,33;4544,75;4349,45;6417,21;1,2;2,8;2,3;1,7;3,4;2,9;1,5;2,4;2,2;1,5;2;1,2;5;3,1;1,8;3,4;2,6;2,1;2,9;2,1;2,6;2,2;2,7;1;31,5;58,5;54,9;32,2;56,7;57,5;33,9;56,5;61,1;30,4;57,3;56,2;7706;7136;7390;7193;6692;708;739;786;827
3832;"Uniwersytet Jagielloński w Krakowie";75,8;74,9;74,3;74,1;3320;3443;1354;272;1067;2508;1010;224;48;120;34;3;1923;266;100;7;17;23;2;2;3209;3159;1448;233;1096;2285;1069;192;26;99;22;8;1809;269;135;0;17;20;7;2;3325;3616;1349;264;1161;2686;1043;228;28;82;24;6;1773;252;87;2;15;25;6;1;3015;3059;1339;246;1015;2243;1027;191;22;60;19;4;1703;248;101;1;14;19;5;1;362;342;457;363;3383,21;3660,59;3323,76;4672,41;3511,47;3945,68;3896,47;5073,84;3995,95;4291,22;4609,78;5600,97;4771,94;5038,88;5576,65;6119;1,3;3,5;1,5;1,7;4,8;4,7;1,1;3,4;2,7;1,3;3;2;5,1;3,9;3;2,4;3,6;1,8;2,7;2,6;2,2;2,4;2,2;1,5;20,5;45,1;49,5;22,9;45,6;48,1;22,6;47,2;50,9;22,7;48,1;53,7;8336;8214;8023;8417;7762;1021;1149;1222;1172
